From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q5JZ38	O75995	reviewed	SASH3_HUMAN	SAM and SH3 domain-containing protein 3 (SH3 protein expressed in lymphocytes homolog)	SASH3 CXorf9 SLY	Homo sapiens (Human)	380
Q9P186	Q9P186	unreviewed	Q9P186_HUMAN	RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)	560
Q96LM4	Q96LM4	unreviewed	Q96LM4_HUMAN	cDNA FLJ25372 fis, clone TST01887		Homo sapiens (Human)	121
Q32MZ3	O95231	reviewed	VENTX_HUMAN	Homeobox protein VENTX (VENT homeobox homolog) (VENT-like homeobox protein 2)	VENTX HPX42B VENTX2	Homo sapiens (Human)	258
Q9P0B2	Q9P0B2	unreviewed	Q9P0B2_HUMAN	HSPC269		Homo sapiens (Human)	120
Q08AI3	Q08AI3		Q08AI3_HUMAN	deleted			
Q6FH94	P09972	reviewed	ALDOC_HUMAN	Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase)	ALDOC ALDC	Homo sapiens (Human)	364
Q53XJ8	P55085	reviewed	PAR2_HUMAN	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]	F2RL1 GPR11 PAR2	Homo sapiens (Human)	397
Q32MJ1	O00591	reviewed	GBRP_HUMAN	Gamma-aminobutyric acid receptor subunit pi (GABA(A) receptor subunit pi)	GABRP	Homo sapiens (Human)	440
Q5ST72	P49842	reviewed	STK19_HUMAN	Inactive serine/threonine-protein kinase 19 (Protein G11) (Protein RP1)	STK19 G11 RP1	Homo sapiens (Human)	254
Q9UES7	O75197	reviewed	LRP5_HUMAN	Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7)	LRP5 LR3 LRP7	Homo sapiens (Human)	1615
Q8IVR1	Q2KJY2	reviewed	KI26B_HUMAN	Kinesin-like protein KIF26B	KIF26B	Homo sapiens (Human)	2108
Q6ZUB8	Q6ZUB8	unreviewed	Q6ZUB8_HUMAN	cDNA FLJ43836 fis, clone TESTI4005857		Homo sapiens (Human)	280
Q9NZ67	Q9NZ67	unreviewed	Q9NZ67_HUMAN	ATP7B		Homo sapiens (Human)	23
Q9BXV0	Q9BXV0		CC042_HUMAN	deleted			
Q96FG5	P21781	reviewed	FGF7_HUMAN	Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor)	FGF7 KGF	Homo sapiens (Human)	194
Q14Y83	P00414	reviewed	COX3_HUMAN	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	MT-CO3 COIII COXIII MTCO3	Homo sapiens (Human)	261
Q53S28	P31939	reviewed	PUR9_HUMAN	Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Cleaved into: Bifunctional purine biosynthesis protein ATIC, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); Inosine 5'-monophosphate cyclohydrolase (IMP cyclohydrolase) (EC 3.5.4.10) (IMP synthase) (Inosinicase)]	ATIC PURH OK/SW-cl.86	Homo sapiens (Human)	592
Q9P2Q1	A1X283	reviewed	SPD2B_HUMAN	SH3 and PX domain-containing protein 2B (Adapter protein HOFI) (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains)	SH3PXD2B FAD49 KIAA1295 TKS4	Homo sapiens (Human)	911
Q6ZT54	Q6ZT54		Q6ZT54_HUMAN	deleted			
Q9P163	Q8TAX9	reviewed	GSDMB_HUMAN	Gasdermin-B (Gasdermin-like protein) [Cleaved into: Gasdermin-B, N-terminal (GSDMB-NT) (p30); Gasdermin-B, C-terminal (GSDMB-CT) (p16)]	GSDMB GSDML PP4052 PRO2521	Homo sapiens (Human)	416
Q9NW90	Q9NW90	unreviewed	Q9NW90_HUMAN	cDNA FLJ10211 fis, clone HEMBA1006377		Homo sapiens (Human)	325
Q9H7C7	Q9H7C7	unreviewed	Q9H7C7_HUMAN	cDNA: FLJ21044 fis, clone CAE11659		Homo sapiens (Human)	309
Q9NWJ5	Q9NWJ5	unreviewed	Q9NWJ5_HUMAN	cDNA FLJ20807 fis, clone ADSE01784		Homo sapiens (Human)	235
Q8IXA0	Q8IXA0	unreviewed	Q8IXA0_HUMAN	Uncharacterized protein		Homo sapiens (Human)	74
Q5VSY8	Q5VSY8		Q5VSY8_HUMAN	deleted			
Q5VX72	Q5VX72		Q5VX72_HUMAN	deleted			
Q5JZE1	P01160	reviewed	ANF_HUMAN	Natriuretic peptides A (Atrial natriuretic factor prohormone) (proANF) (Atrial natriuretic peptide prohormone) (preproANP) (proANP) (Atriopeptigen) (Cardiodilatin) (CDD) (preproCDD-ANF) [Cleaved into: Long-acting natriuretic peptide (LANP) (Long-acting natriuretic hormone) (LANH) (Pro atrial natriuretic factor 1-30) (proANF 1-30) (Pro atrial natriuretic peptide 1-30) (proANP 1-30); Vessel dilator (VSDL) (Pro atrial natriuretic factor 31-67) (proANF 31-67) (Pro atrial natriuretic peptide 31-67) (proANP 31-67); Kaliuretic peptide (KP) (Pro atrial natriuretic factor 79-98) (proANF 79-98) (Pro atrial natriuretic peptide 79-98) (proANP 79-98); Urodilatin (URO) (CDD 95-126) (CDD-ANP (95-126)) (Pro atrial natriuretic peptide 95-126) (proANP 95-126); Auriculin-C (Atrial natriuretic factor 1-33) (ANF 1-33); Auriculin-D (Atrial natriuretic factor 3-33) (ANF 3-33); Atrial natriuretic peptide (ANP) (Alpha-atrial natriuretic peptide) (Alpha-hANP) (Atrial natriuretic factor) (ANF) (CDD-ANF) (CDD-ANP (99-126)) (Cardionatrin) (Pro atrial natriuretic factor 99-126) (proANF 99-126); Auriculin-B (Atrial natriuretic factor 8-33) (ANF 8-33); Auriculin-A; Atriopeptin-1 (Atriopeptin I); Atriopeptin-2 (Atriopeptin II); Atriopeptin-3 (Atriopeptin III)]	NPPA ANP PND	Homo sapiens (Human)	151
Q7KYZ7	Q7KYZ7	unreviewed	Q7KYZ7_HUMAN	Potassium ion channel		Homo sapiens (Human)	46
Q6ZVT1	Q6ZVT1		Q6ZVT1_HUMAN	deleted			
Q0VDJ8	P60409	reviewed	KR107_HUMAN	Keratin-associated protein 10-7 (High sulfur keratin-associated protein 10.7) (Keratin-associated protein 10.7) (Keratin-associated protein 18-7) (Keratin-associated protein 18.7)	KRTAP10-7 KAP10.7 KAP18-7 KRTAP10.7 KRTAP18-7 KRTAP18.7	Homo sapiens (Human)	370
Q8N9F5	A2A3K4	reviewed	PTPC1_HUMAN	Protein tyrosine phosphatase domain-containing protein 1 (EC 3.1.3.-)	PTPDC1 PTP9Q22	Homo sapiens (Human)	754
Q9H8W0	Q8TBR4	reviewed	ST3L4_HUMAN	Putative STAG3-like protein 4 (Stromal antigen 3-like protein 4)	STAG3L4	Homo sapiens (Human)	150
Q86VU6	P0DJD3	reviewed	RBY1A_HUMAN	RNA-binding motif protein, Y chromosome, family 1 member A1 (RNA-binding motif protein 1) (RNA-binding motif protein 2) (Y chromosome RNA recognition motif 1) (hRBMY)	RBMY1A1 RBM1 RBM2 YRRM1 YRRM2	Homo sapiens (Human)	496
Q86VU6	P0DJD4	reviewed	RBY1C_HUMAN	RNA-binding motif protein, Y chromosome, family 1 member C	RBMY1C	Homo sapiens (Human)	496
Q9H0H4	Q8TBY8	reviewed	PMFBP_HUMAN	Polyamine-modulated factor 1-binding protein 1 (PMF-1-binding protein)	PMFBP1	Homo sapiens (Human)	1007
Q8N950	Q8N950		Q8N950_HUMAN	deleted			
Q6FI10	P04075	reviewed	ALDOA_HUMAN	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Lung cancer antigen NY-LU-1) (Muscle-type aldolase)	ALDOA ALDA	Homo sapiens (Human)	364
Q9NX30	Q96GZ6	reviewed	S41A3_HUMAN	Solute carrier family 41 member 3	SLC41A3	Homo sapiens (Human)	507
Q9NVE8	Q86V59	reviewed	PNM8A_HUMAN	Paraneoplastic antigen-like protein 8A (PNMA-like protein 1)	PNMA8A PNMAL1	Homo sapiens (Human)	439
Q6ZU85	Q6ZU85		Q6ZU85_HUMAN	deleted			
Q6I9T3	P51648	reviewed	AL3A2_HUMAN	Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)	ALDH3A2 ALDH10 FALDH	Homo sapiens (Human)	485
Q6ZSD3	Q6ZSD3		Q6ZSD3_HUMAN	deleted			
Q9BYD4	O95704	reviewed	APBB3_HUMAN	Amyloid-beta A4 precursor protein-binding family B member 3 (Protein Fe65-like 2) (Fe65L2)	APBB3 FE65L2	Homo sapiens (Human)	486
Q7KZ35	Q7KZ35	unreviewed	Q7KZ35_HUMAN	Chorionic somatomammotropin (HCS)		Homo sapiens (Human)	58
Q9BWL0	Q96GS6	reviewed	AB17A_HUMAN	Alpha/beta hydrolase domain-containing protein 17A (Abhydrolase domain-containing protein 17A) (EC 3.1.2.22)	ABHD17A C19orf27 FAM108A1	Homo sapiens (Human)	310
Q5T017	Q5T017	unreviewed	Q5T017_HUMAN	cDNA FLJ38925 fis, clone NT2NE2012243, highly similar to Homo sapiens hydroxypyruvate isomerase homolog (E. coli) (HYI), mRNA		Homo sapiens (Human)	180
Q6P095	Q6P095		Q6P095_HUMAN	deleted			
Q32Q65	P02675	reviewed	FIBB_HUMAN	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	FGB	Homo sapiens (Human)	491
Q5T5Q4	P51800	reviewed	CLCKA_HUMAN	Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)	CLCNKA	Homo sapiens (Human)	687
Q8NAG9	F2Z398	reviewed	LMO7D_HUMAN	LMO7 downstream neighbor protein	LMO7DN C13orf45	Homo sapiens (Human)	122
Q9HB64	Q9HB64	unreviewed	Q9HB64_HUMAN	Interferon regulatory factor-7H		Homo sapiens (Human)	128
Q9H8J9	Q4LDE5	reviewed	SVEP1_HUMAN	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)	SVEP1 C9orf13 CCP22 SELOB	Homo sapiens (Human)	3571
Q5U809	P04118	reviewed	COL_HUMAN	Colipase	CLPS	Homo sapiens (Human)	112
Q6IPC5	P33947	reviewed	ERD22_HUMAN	ER lumen protein-retaining receptor 2 (ERD2-like protein 1) (ELP-1) (KDEL endoplasmic reticulum protein retention receptor 2) (KDEL receptor 2)	KDELR2 ERD2.2	Homo sapiens (Human)	212
Q5TD95	Q5TD94	reviewed	RSH4A_HUMAN	Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3)	RSPH4A RSHL3	Homo sapiens (Human)	716
Q9NWG8	Q9NWG8	unreviewed	Q9NWG8_HUMAN	cDNA FLJ10035 fis, clone HEMBA1000919		Homo sapiens (Human)	309
Q59EU3	Q59EU3	unreviewed	Q59EU3_HUMAN	Dematin variant		Homo sapiens (Human)	518
Q9BQK6	Q9BQK6		Q9BQK6_HUMAN	deleted			
Q6NVW6	Q6NVW6		Q6NVW6_HUMAN	deleted			
Q9Y3J8	P0CK96	reviewed	S352B_HUMAN	Solute carrier family 35 member E2B	SLC35E2B KIAA0447	Homo sapiens (Human)	405
Q9Y3J8	P0CK97	reviewed	S35E2_HUMAN	Solute carrier family 35 member E2A	SLC35E2A SLC35E2	Homo sapiens (Human)	266
Q5VX65	P0C862	reviewed	C1T9A_HUMAN	Complement C1q and tumor necrosis factor-related protein 9A (Complement C1q and tumor necrosis factor-related protein 9)	C1QTNF9 C1QTNF9A UNQ6503/PRO21380	Homo sapiens (Human)	333
Q5VX65	B2RNN3	reviewed	C1T9B_HUMAN	Complement C1q and tumor necrosis factor-related protein 9B (C1q/TNF-related protein 9B) (CTRP9B) (Complement C1q and tumor necrosis factor-related protein 9-like)	C1QTNF9B	Homo sapiens (Human)	333
P59042	P59042		NC334_HUMAN	deleted			
Q92815	Q8NCM8	reviewed	DYHC2_HUMAN	Cytoplasmic dynein 2 heavy chain 1 (Cytoplasmic dynein 2 heavy chain) (Dynein cytoplasmic heavy chain 2) (Dynein heavy chain 11) (hDHC11) (Dynein heavy chain isotype 1B)	DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997	Homo sapiens (Human)	4307
Q8N8E4	Q8N8E4	unreviewed	Q8N8E4_HUMAN	cDNA FLJ39609 fis, clone SKNSH2008043		Homo sapiens (Human)	147
Q6IBU7	P48443	reviewed	RXRG_HUMAN	Retinoic acid receptor RXR-gamma (Nuclear receptor subfamily 2 group B member 3) (Retinoid X receptor gamma)	RXRG NR2B3	Homo sapiens (Human)	463
Q6IB17	O43708	reviewed	MAAI_HUMAN	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)	GSTZ1 MAAI	Homo sapiens (Human)	216
Q8NHB0	Q8NHB0	unreviewed	Q8NHB0_HUMAN	Seven transmembrane helix receptor		Homo sapiens (Human)	248
Q8NH29	Q8NH29	unreviewed	Q8NH29_HUMAN	Olfactory receptor		Homo sapiens (Human)	222
Q9BRH7	Q9BRH7		Q9BRH7_HUMAN	deleted			
Q8TCG7	Q702N8	reviewed	XIRP1_HUMAN	Xin actin-binding repeat-containing protein 1 (Cardiomyopathy-associated protein 1)	XIRP1 CMYA1 XIN	Homo sapiens (Human)	1843
Q9H615	Q5T601	reviewed	AGRF1_HUMAN	Adhesion G-protein coupled receptor F1 (G protein-coupled receptor 110) (G protein-coupled receptor KPG_012) (G protein-coupled receptor PGR19)	ADGRF1 GPR110 PGR19	Homo sapiens (Human)	910
Q8NDY0	Q5SRR4	reviewed	LY65C_HUMAN	Lymphocyte antigen 6 complex locus protein G5c	LY6G5C C6orf20 G5C NG33	Homo sapiens (Human)	150
Q8NF25	Q6IPT4	reviewed	NB5R5_HUMAN	NADH-cytochrome b5 reductase-like (EC 1.6.2.2)	CYB5RL	Homo sapiens (Human)	315
Q8IYF9	Q8IYF9		Q8IYF9_HUMAN	deleted			
Q5QPT5	Q14692	reviewed	BMS1_HUMAN	Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)	BMS1 BMS1L KIAA0187	Homo sapiens (Human)	1282
Q96NK7	Q7Z353	reviewed	HDX_HUMAN	Highly divergent homeobox	HDX CXorf43	Homo sapiens (Human)	690
Q8NAA7	Q8NAA7	unreviewed	Q8NAA7_HUMAN	Kinesin light chain		Homo sapiens (Human)	150
Q5ST39	O76002	reviewed	OR2J2_HUMAN	Olfactory receptor 2J2 (Hs6M1-6) (Olfactory receptor 6-8) (OR6-8) (Olfactory receptor OR6-19)	OR2J2	Homo sapiens (Human)	312
Q6ZV66	Q6ZV66	unreviewed	Q6ZV66_HUMAN	cDNA FLJ42943 fis, clone BRSTN2003835		Homo sapiens (Human)	131
Q2XPN4	Q2XPN4	unreviewed	Q2XPN4_HUMAN	Mitochondrial A kinase PPKA anchor protein 10		Homo sapiens (Human)	604
Q9UMM5	Q9UMM5	unreviewed	Q9UMM5_HUMAN	Calcineurin catalytic subunit		Homo sapiens (Human)	253
Q5D1P0	Q03181	reviewed	PPARD_HUMAN	Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta)	PPARD NR1C2 PPARB	Homo sapiens (Human)	441
Q502V1	P33032	reviewed	MC5R_HUMAN	Melanocortin receptor 5 (MC5-R) (MC-2)	MC5R	Homo sapiens (Human)	325
Q8WW44	Q8WW44	unreviewed	Q8WW44_HUMAN	HCG2011465	hCG_2011465	Homo sapiens (Human)	46
Q9H0P5	Q12955	reviewed	ANK3_HUMAN	Ankyrin-3 (ANK-3) (Ankyrin-G)	ANK3	Homo sapiens (Human)	4377
Q9NV13	Q69YN2	reviewed	C19L1_HUMAN	CWF19-like protein 1 (C19L1)	CWF19L1	Homo sapiens (Human)	538
Q8WU25	Q8WU25		Q8WU25_HUMAN	deleted			
Q5T2C7	Q5T2C7		Q5T2C7_HUMAN	deleted			
Q9H8K4	Q6ZW31	reviewed	SYDE1_HUMAN	Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1)	SYDE1	Homo sapiens (Human)	735
Q7KZ45	Q7KZ45	unreviewed	Q7KZ45_HUMAN	Fgr proto-oncogene encoded p55-c-fgr protein, partial exons 2 and 3		Homo sapiens (Human)	40
Q96HF8	P12036	reviewed	NFH_HUMAN	Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein)	NEFH KIAA0845 NFH	Homo sapiens (Human)	1026
Q5SW67	Q5SW67		Q5SW67_HUMAN	deleted			
Q6ZUZ5	Q6ZUZ5		Q6ZUZ5_HUMAN	deleted			
Q8NH88	Q8NH88	unreviewed	Q8NH88_HUMAN	Seven transmembrane helix receptor		Homo sapiens (Human)	269
Q9HBV6	O43613	reviewed	OX1R_HUMAN	Orexin/Hypocretin receptor type 1 (Hypocretin receptor type 1) (Orexin receptor type 1) (Ox-1-R) (Ox1-R) (Ox1R)	HCRTR1	Homo sapiens (Human)	425
Q9H241	P24462	reviewed	CP3A7_HUMAN	Cytochrome P450 3A7 (EC 1.14.14.1) (CYPIIIA7) (Cytochrome P450-HFLA) (P450HLp2)	CYP3A7	Homo sapiens (Human)	503
Q5T441	Q5T441		Q5T441_HUMAN	deleted			
Q2VWA5	P84550	reviewed	SKOR1_HUMAN	SKI family transcriptional corepressor 1 (Functional Smad-suppressing element on chromosome 15) (Fussel-15) (LBX1 corepressor 1) (Ladybird homeobox corepressor 1)	SKOR1 CORL1 FUSSEL15 LBXCOR1	Homo sapiens (Human)	965
Q6NTE0	O95393	reviewed	BMP10_HUMAN	Bone morphogenetic protein 10 (BMP-10)	BMP10	Homo sapiens (Human)	424
Q92494	Q92494	unreviewed	Q92494_HUMAN	Membrane cofactor protein CD46		Homo sapiens (Human)	90
Q9H7Y2	Q9H7Y2		YA001_HUMAN	deleted			
Q5HYD3	Q15651	reviewed	HMGN3_HUMAN	High mobility group nucleosome-binding domain-containing protein 3 (Thyroid receptor-interacting protein 7) (TR-interacting protein 7) (TRIP-7)	HMGN3 TRIP7 PNAS-24	Homo sapiens (Human)	99
Q6ZU71	Q6ZU71		Q6ZU71_HUMAN	deleted			
Q96HZ6	P57772	reviewed	SELB_HUMAN	Selenocysteine-specific elongation factor (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific)	EEFSEC SELB	Homo sapiens (Human)	596
Q9BUF6	P45379	reviewed	TNNT2_HUMAN	Troponin T, cardiac muscle (TnTc) (Cardiac muscle troponin T) (cTnT)	TNNT2	Homo sapiens (Human)	298
Q5TBN0	Q05C16	reviewed	LRC63_HUMAN	Leucine-rich repeat-containing protein 63	LRRC63	Homo sapiens (Human)	587
Q6ZV37	Q6ZV37		Q6ZV37_HUMAN	deleted			
Q2M3N1	Q15915	reviewed	ZIC1_HUMAN	Zinc finger protein ZIC 1 (Zinc finger protein 201) (Zinc finger protein of the cerebellum 1)	ZIC1 ZIC ZNF201	Homo sapiens (Human)	447
Q5T6U9	P17096	reviewed	HMGA1_HUMAN	High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1) (High mobility group protein R)	HMGA1 HMGIY	Homo sapiens (Human)	107
Q9H382	Q9H382	unreviewed	Q9H382_HUMAN	Fibronectin 1 (PRO2841)		Homo sapiens (Human)	163
Q8TBQ6	Q6ZMB5	reviewed	T184A_HUMAN	Transmembrane protein 184A	TMEM184A	Homo sapiens (Human)	413
Q4W5P5	Q06265	reviewed	EXOS9_HUMAN	Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75)	EXOSC9 PMSCL1	Homo sapiens (Human)	439
Q14UV0	P24855	reviewed	DNAS1_HUMAN	Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) (DNase I) (Dornase alfa)	DNASE1 DNL1 DRNI	Homo sapiens (Human)	282
Q9UCG9	Q9UCG9		Q9UCG9_HUMAN	deleted			
Q6ICU4	Q16655	reviewed	MAR1_HUMAN	Melanoma antigen recognized by T-cells 1 (MART-1) (Antigen LB39-AA) (Antigen SK29-AA) (Protein Melan-A)	MLANA MART1	Homo sapiens (Human)	118
Q9H4B1	P40305	reviewed	IFI27_HUMAN	Interferon alpha-inducible protein 27, mitochondrial (p27) (Interferon alpha-induced 11.5 kDa protein) (Interferon-stimulated gene 12a protein) (ISG12(a)) (ISG12A)	IFI27	Homo sapiens (Human)	122
Q8N4W0	Q6ZRV2	reviewed	FA83H_HUMAN	Protein FAM83H	FAM83H	Homo sapiens (Human)	1179
Q86VX7	P35712	reviewed	SOX6_HUMAN	Transcription factor SOX-6	SOX6	Homo sapiens (Human)	828
Q86X48	Q6PCB5	reviewed	RSBNL_HUMAN	Lysine-specific demethylase RSBN1L (EC 1.14.11.-) (Round spermatid basic protein 1-like protein)	RSBN1L	Homo sapiens (Human)	846
Q6XYD2	Q6XYD2	unreviewed	Q6XYD2_HUMAN	LP3236		Homo sapiens (Human)	98
Q9HBK5	Q9HBK5	unreviewed	Q9HBK5_HUMAN	Nasopharyngeal carcinoma-related protein YH1		Homo sapiens (Human)	98
Q99419	Q99419	unreviewed	Q99419_HUMAN	ICSAT transcription factor		Homo sapiens (Human)	440
Q8N7Z9	Q8N7Z9	unreviewed	Q8N7Z9_HUMAN	cDNA FLJ40178 fis, clone TESTI2017932		Homo sapiens (Human)	157
Q6IBS4	P18887	reviewed	XRCC1_HUMAN	DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	XRCC1	Homo sapiens (Human)	633
P04434	P04434		KV310_HUMAN	deleted			
Q96NA7	Q4KMG9	reviewed	TM52B_HUMAN	Transmembrane protein 52B	TMEM52B C12orf59 UNQ5927/PRO19821	Homo sapiens (Human)	183
Q9HBT3	Q9HBT3	unreviewed	Q9HBT3_HUMAN	Uncharacterized protein		Homo sapiens (Human)	146
Q6UXE2	Q2TAL6	reviewed	VWC2_HUMAN	Brorin (Brain-specific chordin-like protein) (von Willebrand factor C domain-containing protein 2)	VWC2 UNQ739/PRO1434	Homo sapiens (Human)	325
Q8NA96	Q8NA96	reviewed	YE027_HUMAN	Putative uncharacterized protein FLJ35723		Homo sapiens (Human)	180
Q96MJ2	Q96MJ2		Q96MJ2_HUMAN	deleted			
Q32MI2	O60602	reviewed	TLR5_HUMAN	Toll-like receptor 5 (Toll/interleukin-1 receptor-like protein 3)	TLR5 TIL3	Homo sapiens (Human)	858
Q6ZSD2	Q6ZSD2		Q6ZSD2_HUMAN	deleted			
Q6ZTB0	Q6ZTB0		Q6ZTB0_HUMAN	deleted			
Q9BWW5	Q9BWG4	reviewed	SSBP4_HUMAN	Single-stranded DNA-binding protein 4	SSBP4	Homo sapiens (Human)	385
Q9H6J3	Q96AY3	reviewed	FKB10_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP10 (PPIase FKBP10) (EC 5.2.1.8) (65 kDa FK506-binding protein) (65 kDa FKBP) (FKBP-65) (FK506-binding protein 10) (FKBP-10) (Immunophilin FKBP65) (Rotamase)	FKBP10 FKBP65 PSEC0056	Homo sapiens (Human)	582
Q8N1W6	Q9C0G6	reviewed	DYH6_HUMAN	Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)	DNAH6 DNAHC6 DNHL1 HL2 KIAA1697	Homo sapiens (Human)	4158
Q8N8I3	Q68D10	reviewed	SPT2_HUMAN	Protein SPT2 homolog (Protein KU002155) (SPT2 domain-containing protein 1)	SPTY2D1	Homo sapiens (Human)	685
Q6P168	Q6P168		Q6P168_HUMAN	deleted			
Q6ZSK3	Q6ZSK3		Q6ZSK3_HUMAN	deleted			
Q6ZS95	Q13740	reviewed	CD166_HUMAN	CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)	ALCAM MEMD	Homo sapiens (Human)	583
Q6PIS6	P34741	reviewed	SDC2_HUMAN	Syndecan-2 (SYND2) (Fibroglycan) (Heparan sulfate proteoglycan core protein) (HSPG) (CD antigen CD362)	SDC2 HSPG1	Homo sapiens (Human)	201
Q96IN1	P51451	reviewed	BLK_HUMAN	Tyrosine-protein kinase Blk (EC 2.7.10.2) (B lymphocyte kinase) (p55-Blk)	BLK	Homo sapiens (Human)	505
Q6ZSN1	Q6ZSN1	reviewed	YI023_HUMAN	Putative uncharacterized protein FLJ45355		Homo sapiens (Human)	163
Q9H043	Q4VNC1	reviewed	AT134_HUMAN	Probable cation-transporting ATPase 13A4 (EC 7.2.2.-) (P5-ATPase isoform 4)	ATP13A4 UNQ3052/PRO9871	Homo sapiens (Human)	1196
Q9NXD7	Q9C0G0	reviewed	ZN407_HUMAN	Zinc finger protein 407	ZNF407 KIAA1703	Homo sapiens (Human)	2248
Q96MP4	A2RTX5	reviewed	SYTC2_HUMAN	Threonine--tRNA ligase 2, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase protein 3)	TARS3 TARSL2	Homo sapiens (Human)	802
Q71V99	Q71V99	unreviewed	Q71V99_HUMAN	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)		Homo sapiens (Human)	164
Q9BSD4	Q9BSD4		YP016_HUMAN	deleted			
Q6IBN1	P61978	reviewed	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)	HNRNPK HNRPK	Homo sapiens (Human)	463
Q6UXV8	Q6UXV8	unreviewed	Q6UXV8_HUMAN	KCNQ2	UNQ6166	Homo sapiens (Human)	95
Q9H2N7	Q9H2N7	unreviewed	Q9H2N7_HUMAN	HCLA-iso		Homo sapiens (Human)	348
Q5U0N4	P41271	reviewed	NBL1_HUMAN	Neuroblastoma suppressor of tumorigenicity 1 (DAN domain family member 1) (Protein N03) (Zinc finger protein DAN)	NBL1 DAN DAND1	Homo sapiens (Human)	181
Q9H3D5	Q9H3D5	unreviewed	Q9H3D5_HUMAN	Fibulin-like extracellular matrix protein		Homo sapiens (Human)	443
Q96CE7	Q96CE7		Q96CE7_HUMAN	deleted			
Q1A5X9	Q08AF8	reviewed	GOG8F_HUMAN	Putative golgin subfamily A member 8F/8G	GOLGA8F; GOLGA8G	Homo sapiens (Human)	430
Q6PJZ3	Q6PJZ3		Q6PJZ3_HUMAN	deleted			
Q4VXU5	Q4VXU5		Q4VXU5_HUMAN	deleted			
Q71RC6	Q71RC6	unreviewed	Q71RC6_HUMAN	PP12901		Homo sapiens (Human)	108
Q5H999	P98174	reviewed	FGD1_HUMAN	FYVE, RhoGEF and PH domain-containing protein 1 (Faciogenital dysplasia 1 protein) (Rho/Rac guanine nucleotide exchange factor FGD1) (Rho/Rac GEF) (Zinc finger FYVE domain-containing protein 3)	FGD1 FGDY ZFYVE3	Homo sapiens (Human)	961
